RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Kickoffs', 'ATT')","('Kickoffs', 'YDS')","('Kickoffs', 'AVG')","('Kickoffs', 'LNG')","('Kickoffs', 'TD')","('Punts', 'ATT')","('Punts', 'YDS')","('Punts', 'AVG')","('Punts', 'LNG')","('Punts', 'TD')"
1,Trayvon Rudolph,NIU,WR,32,717,22.4,56,0,1,8,8.0,8,0
2,Aron Cruickshank,RUTG/WISC,WR,29,671,23.1,100,2,0,0,0.0,0,0
3,Wayne Toussant,LT,WR,28,644,23.0,60,0,0,0,0.0,0,0
4,Chris Smith,UL,RB,23,617,26.8,100,2,0,0,0.0,0,0
5,Trestan Ebner,BAY,RB,20,612,30.6,100,2,9,29,3.2,14,0
6,D'Shawn Jamison,TEX,CB,18,564,31.3,100,1,21,33,1.6,16,0
7,Kene Nwangwu,ISU,RB,20,550,27.5,85,0,0,0,0.0,0,0
8,Roshauud Paul,ARST,WR,25,544,21.8,45,0,5,10,2.0,13,0
9,Avery Williams,BSU,CB,20,533,26.6,99,2,17,229,13.5,69,2
10,Jeremiah Haydel,TXST,WR,20,479,24.0,97,1,16,208,13.0,91,1
11,Dee Eskridge,WMU,WR,18,467,25.9,100,1,0,0,0.0,0,0
12,Chris Tyree,ND,WR,29,456,15.7,38,0,0,0,0.0,0,0
13,Boogie Knight,AKR,WR,23,450,19.6,39,0,2,-9,-4.5,1,0
14,Champ Flemings,ORST,WR,22,447,20.3,43,0,0,0,0.0,0,0
15,Amare Jones,TULN,WR,16,439,27.4,71,0,4,31,7.8,19,0
16,Khalil Herbert,VT,RB,16,430,26.9,83,0,0,0,0.0,0,0
17,Winston Wright,WVU,WR,20,425,21.3,37,0,0,0,0.0,0,0
18,Bryson Denley,BGSU,RB,15,412,27.5,81,0,0,0,0.0,0,0
19,Thomas Pannunzio,CSU,WR,18,411,22.8,48,0,2,32,16.0,23,0
20,Tyler Snead,ECU,WR,22,409,18.6,95,1,12,144,12.0,36,0
21,Brennon Dingle,UTSA,WR,22,401,18.2,43,0,0,0,0.0,0,0
22,Velus Jones Jr.,TENN,WR,18,398,22.1,40,0,0,0,0.0,0,0
22,Nathaniel Peat,STAN,RB,16,398,24.9,43,0,0,0,0.0,0,0
24,Nykeim Johnson,SYR,WR,20,395,19.8,49,0,12,169,14.1,27,0
25,Jamaal Bell,NEV,WR,21,393,18.7,61,0,0,0,0.0,0,0
26,Tre Tucker,CIN,WR,13,389,29.9,97,1,0,0,0.0,0,0
27,Jordan Byrd,SDSU,RB,12,383,31.9,93,1,7,34,4.9,13,0
28,Isaiah Phillips,ULM,RB,23,382,16.6,35,0,0,0,0.0,0,0
29,TJ Sheffield,PUR,WR,20,381,19.0,41,0,2,4,2.0,4,0
30,Hassan Hall,LOU,RB,18,380,21.1,42,0,0,0,0.0,0,0
31,Steven Jones Jr.,APP,CB,17,373,21.9,41,0,0,0,0.0,0,0
31,Bam Knight,NCST,RB,15,373,24.9,100,1,0,0,0.0,0,0
33,Shamar Garrett,SJSU,WR,12,372,31.0,98,1,0,0,0.0,0,0
34,Reggie Todd,TROY,WR,19,368,19.4,35,0,0,0,0.0,0,0
34,Lexington Joseph,FIU,RB,11,368,33.5,100,1,0,0,0.0,0,0
36,Deion Hair-Griffin,UNT,WR,18,366,20.3,56,0,0,0,0.0,0,0
37,Jaylen Stinson,DUKE,S,17,355,20.9,40,0,0,0,0.0,0,0
38,Giles Jackson,MICH,WR,13,354,27.2,95,1,5,45,9.0,32,0
38,Shedro Louis,LIB,RB,14,354,25.3,51,0,0,0,0.0,0,0
40,Damond Philyaw-Johnson,DUKE,WR,19,349,18.4,39,0,0,0,0.0,0,0
41,Kaylon Geiger,TROY,WR,17,346,20.4,61,0,1,11,11.0,11,0
42,Jah'Marae Sheread,TXST,WR,17,345,20.3,32,0,0,0,0.0,0,0
42,Kenny Logan Jr.,KU,S,13,345,26.5,100,1,0,0,0.0,0,0
42,Camron Harrell,USM,DB,13,345,26.5,100,1,0,0,0.0,0,0
45,Jamahl Horne,KU,WR,15,339,22.6,32,0,0,0,0.0,0,0
46,Tyleek Collins,UNLV,WR,19,331,17.4,40,0,4,34,8.5,13,0
47,Jayden Reed,MSU,WR,20,329,16.5,39,0,2,14,7.0,10,0
47,Caleb Christensen,BYU,CB,18,329,18.3,31,0,0,0,0.0,0,0
50,Johnny Ford,USF,RB,13,321,24.7,70,0,0,0,0.0,0,0
51,Sheldon Evans,MRSH,RB,15,315,21.0,35,0,0,0,0.0,0,0
52,Savon Scarver,USU,WR,10,314,31.4,94,1,0,0,0.0,0,0
53,Savion Williams,TCU,WR,14,312,22.3,30,0,0,0,0.0,0,0
54,DJ Turner,MD/PITT,WR,20,311,15.6,42,0,15,125,8.3,25,0
55,Tank Bigsby,AUB,RB,13,306,23.5,35,0,0,0,0.0,0,0
56,Kearis Jackson,UGA,WR,11,298,27.1,56,0,15,87,5.8,52,0
57,Justin Hall,BALL,WR,12,295,24.6,42,0,4,-2,-0.5,0,0
58,Duron Lowe,UTEP,CB,9,292,32.4,100,1,0,0,0.0,0,0
59,Jerrion Ealy,MISS,RB,14,289,20.6,100,1,0,0,0.0,0,0
60,Dontae Crow,WYO,WR,13,285,21.9,40,0,10,57,5.7,15,0
61,DJ Taylor Jr.,ASU,DB,8,279,34.9,100,1,0,0,0.0,0,0
62,Walter Dawn Jr.,UTEP,WR,10,277,27.7,95,0,0,0,0.0,0,0
63,Jaylin Lane,MTSU,WR,19,274,14.4,28,0,1,10,10.0,10,0
64,Mykael Wright,ORE,CB,14,270,19.3,41,0,1,-1,-1.0,0,0
65,Kawaan Baker,USA,WR,25,264,10.6,25,0,0,0,0.0,0,0
66,Travis Levy,BC,RB,17,262,15.4,43,0,4,-6,-1.5,0,0
67,Tulu Griffin,MSST,WR,8,261,32.6,65,0,0,0,0.0,0,0
68,LaJohntay Wester,FAU,WR,14,260,18.6,37,0,10,89,8.9,27,0
69,Charleston Rambo,OU,WR,12,255,21.3,40,0,1,11,11.0,11,0
70,Tyrell Robinson,ARMY,RB,17,248,14.6,39,0,15,115,7.7,20,0
71,Tavares Kelly Jr.,UVA,WR,11,247,22.5,36,0,0,0,0.0,0,0
72,Tahj Washington,MEM,WR,13,242,18.6,32,0,0,0,0.0,0,0
73,Trey Palmer,LSU,WR,7,241,34.4,93,1,2,8,4.0,10,0
74,Ryan O'Keefe,UCF,WR,17,240,14.1,52,0,0,0,0.0,0,0
75,Braydon Johnson,OKST,WR,14,239,17.1,32,0,0,0,0.0,0,0
76,Donavon Greene,WAKE,WR,8,238,29.8,96,1,0,0,0.0,0,0
77,Khmari Thompson,ILL,WR,13,234,18.0,35,0,0,0,0.0,0,0
78,Travis Jay,FSU,S,10,229,22.9,31,0,3,20,6.7,16,0
79,Zach Johnson,UK,DB,18,228,12.7,33,0,0,0,0.0,0,0
80,Ron Cook Jr.,BUFF,RB,9,227,25.2,33,0,8,73,9.1,27,0
81,Josh Kelly,FRES,WR,12,225,18.8,27,0,0,0,0.0,0,0
81,Trebor Pena,SYR,WR,7,225,32.1,98,1,0,0,0.0,0,0
83,Perry Carter,ULM,WR,12,218,18.2,52,0,5,31,6.2,13,0
83,Kenny McIntosh,UGA,RB,6,218,36.3,48,0,0,0,0.0,0,0
85,Quian Williams,EMU,WR,14,216,15.4,35,0,0,0,0.0,0,0
86,Jalen Virgil,APP,WR,7,215,30.7,100,1,0,0,0.0,0,0
87,Mike Harley Jr.,MIAMI,WR,11,213,19.4,38,0,5,-4,-0.8,2,0
88,Tayvian Cunningham,ARIZ,WR,12,212,17.7,28,0,0,0,0.0,0,0
89,Lyn-J Dixon,CLEM,RB,9,210,23.3,52,0,0,0,0.0,0,0
89,Gary Bryant Jr.,USC,WR,8,210,26.3,56,0,0,0,0.0,0,0
91,Antoine Robinson,USM,WR,11,208,18.9,29,0,0,0,0.0,0,0
92,Jahmyr Gibbs,GT,RB,8,205,25.6,75,0,0,0,0.0,0,0
93,Kobe Lewis,CMU,RB,14,203,14.5,39,0,0,0,0.0,0,0
93,Malik Knowles,KSU,WR,11,203,18.5,46,0,0,0,0.0,0,0
95,Jadan Blue,TEM,WR,11,202,18.4,28,0,0,0,0.0,0,0
96,Jordan Watkins,LOU,WR,11,198,18.0,29,0,0,0,0.0,0,0
96,Khaleb Hood,GASO,WR,13,198,15.2,33,0,12,122,10.2,53,1
96,E.J. Wilson,FIU,RB,5,198,39.6,100,1,0,0,0.0,0,0
99,Pooka Williams Jr.,KU,RB,7,197,28.1,92,1,0,0,0.0,0,0
100,Alante Brown,NEB,WR,12,196,16.3,29,0,0,0,0.0,0,0
101,Lamont Wade,PSU,S,5,192,38.4,100,1,0,0,0.0,0,0
102,Shane Simpson,TOW/UVA,RB,7,189,27.0,73,0,0,0,0.0,0,0
102,Travis Etienne Jr.,CLEM,RB,9,189,21.0,40,0,1,44,44.0,44,0
104,Jacquez Stuart,TOL,RB,10,187,18.7,32,0,0,0,0.0,0,0
105,Jalen Cropper,FRES,WR,9,184,20.4,25,0,0,0,0.0,0,0
106,De'Montre Tuggle,OHIO,RB,4,180,45.0,93,1,0,0,0.0,0,0
106,Danny Gray,SMU,WR,10,180,18.0,64,0,2,26,13.0,15,0
108,Chadarius Townsend,TTU,WR,9,179,19.9,28,0,0,0,0.0,0,0
109,Kyric McGowan,NW,WR,8,178,22.3,36,0,1,-8,-8.0,0,0
110,Bo Melton,RUTG,WR,7,177,25.3,39,0,1,58,58.0,58,1
111,Ihmir Smith-Marsette,IOWA,WR,8,176,22.0,33,0,0,0,0.0,0,0
111,Dontae Smith,GT,RB,12,176,14.7,30,0,0,0,0.0,0,0
111,Cam Wiley,MINN,RB,11,176,16.0,25,0,0,0,0.0,0,0
114,Travell Harris,WSU,WR,8,175,21.9,43,0,1,10,10.0,10,0
115,Chance Warren,NAVY,FB,22,173,7.9,37,0,1,1,1.0,1,0
116,Demetric Felton,UCLA,RB,8,168,21.0,33,0,0,0,0.0,0,0
117,Dakereon Joyner,SC,RB,7,165,23.6,52,0,0,0,0.0,0,0
117,Jesiah Irish,ORST,WR,9,165,18.3,30,0,1,26,26.0,26,0
119,Tyler Badie,MIZ,RB,13,163,12.5,39,0,0,0,0.0,0,0
120,DeAndre Torrey,UNT,RB,9,159,17.7,41,0,1,16,16.0,16,0
120,Shermari Jones,CCU,RB,16,159,9.9,37,0,0,0,0.0,0,0
122,Ja'Khi Douglas,FSU,WR,8,158,19.8,28,0,1,2,2.0,2,0
123,Melquise Stovall,HAW,WR,8,157,19.6,26,0,5,55,11.0,27,0
123,Aaron McAllister,CLT,RB,5,157,31.4,97,1,0,0,0.0,0,0
125,Michael Carter,UNC,RB,11,156,14.2,28,0,0,0,0.0,0,0
125,Mannie Logan-Greene,UNM,WR,5,156,31.2,72,0,6,32,5.3,14,0
125,Devin Chandler,WISC,WR,6,156,26.0,59,0,0,0,0.0,0,0
125,Chad Alexander,UNM,RB,11,156,14.2,22,0,0,0,0.0,0,0
129,Kadarius Toney,FLA,WR,12,155,12.9,37,0,11,139,12.6,50,1
130,Jermaine Brown Jr.,UAB,RB,8,153,19.1,47,0,0,0,0.0,0,0
131,Maurice Bell,COLO,WR,7,151,21.6,28,0,0,0,0.0,0,0
132,Phillip Brooks,KSU,WR,8,150,18.8,31,0,11,261,23.7,55,2
133,Brennan Presley,OKST,WR,7,149,21.3,39,0,4,18,4.5,15,0
134,Bryan Massey,SMU,DB,7,148,21.1,26,0,1,43,43.0,43,0
135,Dayton Wade,WKU,WR,18,147,8.2,24,0,3,2,0.7,2,0
135,Isaiah Jacobs,MD,RB,9,147,16.3,30,0,0,0,0.0,0,0
137,Marquez Stevenson,HOU,WR,4,145,36.3,97,1,0,0,0.0,0,0
137,Deuce Vaughn,KSU,RB,7,145,20.7,40,0,0,0,0.0,0,0
137,Jake Bailey,RICE,WR,7,145,20.7,39,0,2,40,20.0,24,0
140,Jayden Harrison,VAN,WR,9,141,15.7,27,0,0,0,0.0,0,0
141,Joshua Fleeks,BAY,WR,8,137,17.1,29,0,0,0,0.0,0,0
141,DK Kaufman,VAN,S,5,137,27.4,58,0,0,0,0.0,0,0
143,Julian Ross,OHIO,RB,2,135,67.5,96,1,0,0,0.0,0,0
144,Isaac Jernagin,NEV,WR,6,134,22.3,28,0,0,0,0.0,0,0
145,Keyshawn Helton,FSU,WR,5,130,26.0,37,0,6,26,4.3,8,0
146,Wesley Kennedy III,GASO,RB,10,129,12.9,25,0,5,71,14.2,60,1
146,Tank Dell,HOU,WR,5,129,25.8,32,0,1,7,7.0,7,0
148,Gabriel Rogers,MEM,WR,6,126,21.0,34,0,0,0,0.0,0,0
149,Jeff Foreman,ARST,WR,9,124,13.8,39,0,0,0,0.0,0,0
150,Beanie Bishop Jr.,WKU,CB,4,123,30.8,43,0,0,0,0.0,0,0
151,Dannis Jackson,MISS,WR,5,122,24.4,33,0,0,0,0.0,0,0
152,Quavian White,GAST,CB,18,121,6.7,26,0,5,31,6.2,12,0
152,JaVonta Payton,MSST,WR,7,121,17.3,26,0,0,0,0.0,0,0
154,De'Vion Warren,ARK,WR,6,120,20.0,32,0,0,0,0.0,0,0
154,Jahmyl Jeter,TXST,RB,10,120,12.0,24,0,0,0,0.0,0,0
156,Jaylan Knighton,MIAMI,RB,7,118,16.9,27,0,0,0,0.0,0,0
156,Brian Battie,USF,RB,6,118,19.7,31,0,0,0,0.0,0,0
156,John Gentry,USU,RB,5,118,23.6,29,0,0,0,0.0,0,0
159,Calvin Camp,CLT,RB,9,115,12.8,24,0,0,0,0.0,0,0
159,Terrence Horne,USF,WR,7,115,16.4,34,0,0,0,0.0,0,0
161,Stephan Bracey Jr.,WISC,WR,6,114,19.0,33,0,0,0,0.0,0,0
161,Charlie Bostic III,SJSU,CB,3,114,38.0,99,1,0,0,0.0,0,0
163,Britain Covey,UTAH,WR,7,113,16.1,40,0,8,129,16.1,64,1
163,Malik Jackson,ULM,RB,9,113,12.6,22,0,0,0,0.0,0,0
165,CJ Marable,CCU,RB,13,112,8.6,24,0,0,0,0.0,0,0
165,Alex Hogan,TTU,DB,7,112,16.0,26,0,0,0,0.0,0,0
167,Isaiah Graham,LT,WR,10,111,11.1,20,0,0,0,0.0,0,0
167,Mark Pope,MIAMI,WR,6,111,18.5,31,0,7,32,4.6,20,0
169,Danzel McKinley-Lewis,TOL,WR,8,110,13.8,25,0,3,9,3.0,6,0
169,Jha'Quan Jackson,TULN,WR,5,110,22.0,43,0,16,216,13.5,54,0
171,Kris Hutson,ORE,WR,5,107,21.4,36,0,0,0,0.0,0,0
172,Rishard Dames,FIU,DB,8,106,13.3,19,0,1,23,23.0,23,0
173,Caullin Lacy,USA,WR,9,105,11.7,27,0,3,3,1.0,2,0
174,Marcus Jones,HOU,CB,5,102,20.4,27,0,18,337,18.7,72,1
174,Shaun Shivers,AUB,RB,6,102,17.0,34,0,0,0,0.0,0,0
176,Bryson Carroll,UNM,RB,7,101,14.4,35,0,0,0,0.0,0,0
176,Ja'Shaun Poke,KENT,WR,4,101,25.3,39,0,0,0,0.0,0,0
178,Parker Washington,PSU,WR,8,100,12.5,25,0,0,0,0.0,0,0
179,Brandon Crossley,CSU/SMU,S,5,97,19.4,26,0,0,0,0.0,0,0
180,Blake Corum,MICH,RB,6,96,16.0,32,0,1,0,0.0,0,0
180,Keaton Mitchell,ECU,RB,6,96,16.0,36,0,0,0,0.0,0,0
182,Reggie Roberson Jr.,SMU,WR,4,95,23.8,27,0,1,0,0.0,0,0
182,Connor Wedington,STAN,WR,4,95,23.8,27,0,0,0,0.0,0,0
182,Ricky Person Jr.,NCST,RB,6,95,15.8,30,0,0,0,0.0,0,0
182,Christian Lovick,TLSA,RB,5,95,19.0,24,0,0,0,0.0,0,0
186,Myron Mitchell,UAB,WR,6,94,15.7,29,0,7,38,5.4,16,0
187,Eli Stove,AUB,WR,3,93,31.0,47,0,4,30,7.5,11,0
187,Sean McGrew,WASH,RB,7,93,13.3,26,0,0,0,0.0,0,0
187,Devyn Ford,PSU,RB,6,93,15.5,28,0,0,0,0.0,0,0
190,Jahleel Billingsley,ALA,TE,6,89,14.8,27,0,0,0,0.0,0,0
191,Ryan Montgomery,CIN,RB,4,87,21.8,32,0,14,110,7.9,21,0
192,Tre Brown,OU,CB,2,86,43.0,43,0,0,0,0.0,0,0
192,Roschon Johnson,TEX,RB,6,86,14.3,21,0,0,0,0.0,0,0
194,Nathaniel Jones,UNM,RB,4,85,21.3,34,0,0,0,0.0,0,0
194,Kenyon Reed,SJSU,CB,4,85,21.3,27,0,9,90,10.0,23,0
196,Noah Whittington,WKU,RB,6,84,14.0,21,0,0,0,0.0,0,0
197,Kyler Pearson,KU,WR,9,83,9.2,22,0,0,0,0.0,0,0
198,Elijah Mitchell,UL,RB,5,82,16.4,27,0,0,0,0.0,0,0
198,Austin Trammell,RICE,WR,3,82,27.3,33,0,5,27,5.4,23,0
198,Ke'Shawn Williams,WAKE,WR,5,82,16.4,27,0,0,0,0.0,0,0
201,Braden Smith,LOU,WR,4,81,20.3,23,0,0,0,0.0,0,0
202,Rico Arnold,CLT,WR,4,79,19.8,24,0,0,0,0.0,0,0
203,Demario McCall,OSU,CB,10,78,7.8,29,0,0,0,0.0,0,0
203,Zamir White,UGA,RB,3,78,26.0,35,0,0,0,0.0,0,0
203,Deven Thompkins,USU,WR,4,78,19.5,25,0,0,0,0.0,0,0
206,Justin Garrett,UTEP,WR,4,77,19.3,25,0,7,23,3.3,18,0
206,Johnny Richardson,UCF,RB,4,77,19.3,26,0,0,0,0.0,0,0
208,Cedric Mitchell,BGSU,DB,4,76,19.0,34,0,0,0,0.0,0,0
208,Billy Kemp IV,UVA,WR,4,76,19.0,24,0,14,71,5.1,19,0
208,Courtney Reese,UNLV,RB,7,76,10.9,25,0,0,0,0.0,0,0
208,Rasheen Ali,MRSH,RB,4,76,19.0,27,0,0,0,0.0,0,0
212,Jah'Quez Evans,USF,WR,4,75,18.8,48,0,0,0,0.0,0,0
212,Tony Wallace,TCU,CB,4,75,18.8,24,0,0,0,0.0,0,0
214,Markenzy Pierre,SYR,RB,3,72,24.0,27,0,0,0,0.0,0,0
214,Zyon Gilbert,FAU,CB,4,72,18.0,23,0,0,0,0.0,0,0
216,Thomas Hennigan,APP,WR,4,71,17.8,27,0,7,45,6.4,15,0
217,Malik Williams,APP,WR,5,70,14.0,25,0,12,110,9.2,36,0
218,Peter Stehr,BC,RB,5,69,13.8,20,0,0,0,0.0,0,0
218,Jsi Hatfield,ECU,WR,4,69,17.3,22,0,0,0,0.0,0,0
220,Deneric Prince,TLSA,RB,5,68,13.6,20,0,0,0,0.0,0,0
221,Michael Barrett,MICH,LB,1,66,66.0,66,0,0,0,0.0,0,0
221,Cam Roberson,MASS,WR,4,66,16.5,36,0,0,0,0.0,0,0
223,Keshawn King,VT,RB,3,65,21.7,29,0,0,0,0.0,0,0
223,Snoop Conner,MISS,RB,9,65,7.2,25,0,0,0,0.0,0,0
223,Javon Ivory,MEM,WR,4,65,16.3,18,0,0,0,0.0,0,0
223,Ty Lindenman,ILL,WR,4,65,16.3,26,0,0,0,0.0,0,0
227,Jaelen Gill,BC,WR,4,63,15.8,20,0,8,61,7.6,18,0
227,Toa Taua,NEV,RB,3,63,21.0,27,0,0,0,0.0,0,0
229,Chase Brown,ILL,RB,6,62,10.3,20,0,0,0,0.0,0,0
229,Isaiah McKoy,KENT,WR,5,62,12.4,23,0,0,0,0.0,0,0
231,Kayshon Boutte,LSU,WR,4,60,15.0,26,0,0,0,0.0,0,0
232,Jacolby Hewitt,IU,WR,4,59,14.8,21,0,0,0,0.0,0,0
232,DeJuan Ellis,MD,WR,5,59,11.8,25,0,0,0,0.0,0,0
232,Jermaine Johnson,MASS,WR,4,59,14.8,21,0,0,0,0.0,0,0
232,Myles Price,TTU,WR,4,59,14.8,29,0,0,0,0.0,0,0
236,Coco Azema,NW,DB,3,57,19.0,35,0,0,0,0.0,0,0
237,Brian Robinson Jr.,ALA,RB,3,56,18.7,25,0,0,0,0.0,0,0
237,Myles Fells,NAVY,RB,5,56,11.2,34,0,0,0,0.0,0,0
237,Tye Evans,BALL,RB,2,56,28.0,31,0,0,0,0.0,0,0
240,Nikko Remigio,CAL,WR,6,55,9.2,22,0,7,33,4.7,19,0
240,La'Vontae Shenault,COLO,WR,2,55,27.5,39,0,0,0,0.0,0,0
240,C.J. Jones,WKU,DB,3,55,18.3,24,0,0,0,0.0,0,0
243,Rahmir Johnson,NEB,RB,3,54,18.0,22,0,0,0,0.0,0,0
243,Joshua Youngblood,KSU,WR,3,54,18.0,22,0,0,0,0.0,0,0
245,DeVonta Smith,ALA,DB,6,52,8.7,22,0,11,237,21.5,84,1
245,Olaijah Griffin,USC,CB,3,52,17.3,27,0,1,-2,-2.0,0,0
245,Dior Scott,HAW,WR,3,52,17.3,31,0,7,9,1.3,7,0
248,A.J. Howard,ARMY,RB,4,51,12.8,24,0,0,0,0.0,0,0
248,Jayy McDonald,MTSU,RB,4,51,12.8,23,0,0,0,0.0,0,0
250,Richard Bowens III,CMU,DB,3,48,16.0,18,0,0,0,0.0,0,0
250,Kevin Marks Jr.,BUFF,RB,3,48,16.0,22,0,0,0,0.0,0,0
250,Jason Taylor II,OKST,S,1,48,48.0,48,1,0,0,0.0,0,0
253,Mohamed Ibrahim,MINN,RB,2,47,23.5,27,0,0,0,0.0,0,0
253,Shi Smith,SC,WR,9,47,5.2,31,0,0,0,0.0,0,0
